id,name,height,label
2040,David,154,:Employee
2041,Charlie,159,:Employee
2042,Charlie,180,:Dipendent
2043,David,173,:User
2044,Charlie,181,:Dipendent
2045,David,196,:Boss
2046,Charlie,157,:Employee
2047,Alice,160,:Dipendent
2048,Alice,172,:User
2049,Charlie,164,:Employee
2050,Charlie,182,:Dipendent
2051,Luca,184,:Employee
2052,Alice,166,:Employee
2053,Bob,152,:Employee
2054,David,174,:Dipendent
2055,Bob,164,:User
2056,Bob,172,:Dipendent
2057,Charlie,192,:Boss
2058,Bob,155,:Boss
2059,David,166,:Employee
2060,Luca,192,:User
2061,Bob,185,:Dipendent
2062,David,189,:Boss
2063,Charlie,169,:Employee
2064,Luca,187,:User
2065,Charlie,188,:Dipendent
2066,Alice,156,:Dipendent
2067,David,162,:Dipendent
2068,Charlie,191,:Employee
2069,David,168,:Employee
2070,Alice,181,:Boss
2071,Alice,185,:User
2072,David,189,:Employee
2073,Bob,171,:Employee
2074,Luca,155,:Employee
2075,Luca,197,:User
2076,David,165,:Boss
2077,Bob,194,:Boss
2078,Charlie,166,:Boss
2079,Bob,180,:Dipendent
2080,David,198,:Boss
2081,Alice,176,:Boss
2082,Charlie,198,:Dipendent
2083,Alice,153,:Dipendent
2084,Charlie,169,:Boss
2085,David,169,:User
2086,Alice,167,:Dipendent
2087,Bob,185,:Dipendent
2088,Bob,161,:Dipendent
2089,Bob,154,:Employee
2090,Alice,179,:Employee
2091,Charlie,200,:Dipendent
2092,Charlie,152,:User
2093,Charlie,199,:Employee
2094,Bob,183,:Dipendent
2095,Alice,167,:User
2096,Charlie,163,:Dipendent
2097,Luca,152,:Boss
2098,Alice,171,:Boss
2099,Luca,160,:User
2100,Charlie,163,:Employee
2101,Luca,184,:User
2102,Alice,158,:Boss
2103,Alice,200,:Dipendent
2104,Alice,153,:Employee
2105,Bob,200,:Employee
2106,Bob,158,:Boss
2107,Alice,170,:Dipendent
2108,Bob,154,:Boss
2109,David,150,:Employee
2110,David,188,:User
2111,Charlie,164,:User
2112,David,155,:Boss
2113,Charlie,156,:User
2114,David,170,:Employee
2115,Luca,192,:User
2116,David,189,:Employee
2117,Bob,154,:User
2118,Alice,171,:User
2119,Bob,150,:Employee
2120,Alice,197,:User
2121,Alice,163,:Employee
2122,David,174,:Employee
2123,Alice,155,:Boss
2124,Charlie,182,:Boss
2125,Charlie,184,:Dipendent
2126,David,181,:Boss
2127,David,159,:User
2128,Alice,172,:Boss
2129,David,165,:Boss
2130,Alice,172,:Boss
2131,Alice,182,:Employee
2132,Alice,152,:Employee
2133,David,192,:User
2134,Bob,174,:Boss
2135,Luca,152,:Dipendent
2136,Charlie,177,:Dipendent
2137,Bob,178,:User
2138,David,176,:Dipendent
2139,Charlie,150,:Dipendent
2140,Charlie,175,:Employee
2141,Alice,187,:Dipendent
2142,Bob,151,:Dipendent
2143,Bob,197,:Dipendent
2144,Luca,154,:Dipendent
2145,Alice,194,:Dipendent
2146,Luca,181,:Employee
2147,Charlie,180,:Dipendent
2148,David,170,:Employee
2149,Alice,172,:Dipendent
2150,David,184,:User
2151,Bob,178,:Boss
2152,Charlie,166,:Boss
2153,Alice,174,:Employee
2154,David,155,:User
2155,Luca,191,:Boss
2156,David,191,:User
2157,Alice,184,:Employee
2158,David,180,:Boss
2159,Bob,150,:Boss
2160,Charlie,186,:User
2161,David,182,:Dipendent
2162,Alice,170,:User
2163,Luca,177,:Employee
2164,Alice,194,:Boss
2165,Luca,169,:Dipendent
2166,Bob,154,:Employee
2167,Luca,152,:Employee
2168,Charlie,163,:Dipendent
2169,Luca,164,:User
2170,David,153,:Employee
2171,Bob,156,:Boss
2172,Alice,183,:Employee
2173,Bob,159,:Employee
2174,Luca,183,:Employee
2175,David,180,:User
2176,Alice,196,:Dipendent
2177,Bob,183,:Employee
2178,Alice,174,:User
2179,Charlie,162,:Employee
2180,David,195,:Dipendent
2181,Charlie,179,:User
2182,Luca,192,:Employee
2183,Alice,150,:Dipendent
2184,Charlie,177,:User
2185,Luca,151,:Boss
2186,Charlie,165,:User
2187,Alice,156,:Boss
2188,Luca,185,:Boss
2189,Charlie,178,:Dipendent
2190,Bob,162,:Employee
2191,David,198,:User
2192,Charlie,166,:Employee
2193,Charlie,162,:Employee
2194,Alice,163,:Employee
2195,Charlie,188,:User
2196,Luca,179,:Employee
2197,Charlie,192,:Employee
2198,Luca,151,:Dipendent
2199,Luca,172,:User
2200,Charlie,193,:User
2201,Luca,165,:Dipendent
2202,Luca,197,:Boss
2203,Charlie,194,:User
2204,Alice,189,:User
2205,Luca,166,:Boss
2206,David,179,:Boss
2207,David,197,:Employee
2208,Bob,178,:Dipendent
2209,Alice,171,:User
2210,Alice,188,:Dipendent
2211,Luca,197,:Dipendent
2212,Charlie,153,:Employee
2213,David,173,:Boss
2214,Alice,180,:Dipendent
2215,Bob,176,:Boss
2216,David,188,:User
2217,David,179,:Boss
2218,Bob,156,:User
2219,David,153,:Dipendent
2220,Luca,198,:Boss
2221,Bob,176,:User
2222,Bob,161,:Boss
2223,Charlie,168,:Employee
2224,Luca,184,:Employee
2225,Charlie,197,:Employee
2226,Charlie,194,:User
2227,David,178,:User
2228,Charlie,166,:Employee
2229,Charlie,183,:Boss
2230,Alice,176,:Boss
2231,Alice,186,:Dipendent
2232,Charlie,153,:Boss
2233,Luca,200,:User
2234,Charlie,166,:Employee
2235,Alice,194,:Boss
2236,Charlie,171,:User
2237,Charlie,151,:User
2238,Charlie,157,:Employee
2239,David,190,:Boss
2240,David,170,:Employee
2241,David,159,:User
2242,Bob,154,:Boss
2243,Charlie,184,:Boss
2244,Bob,194,:Dipendent
2245,Alice,164,:User
2246,Alice,170,:Boss
2247,Alice,176,:Dipendent
2248,Alice,159,:Employee
2249,Luca,150,:Employee
2250,Charlie,178,:Dipendent
2251,David,164,:Employee
2252,Bob,183,:Employee
2253,Charlie,197,:Employee
2254,Charlie,197,:User
2255,Luca,193,:Employee
2256,Charlie,180,:Dipendent
2257,Alice,178,:Employee
2258,Charlie,189,:User
2259,David,152,:Dipendent
2260,David,178,:Employee
2261,Bob,190,:Boss
2262,Bob,173,:Dipendent
2263,Luca,156,:Employee
2264,Bob,190,:Employee
2265,Luca,188,:Boss
2266,Charlie,169,:Boss
2267,Bob,154,:Boss
2268,Alice,170,:Dipendent
2269,Alice,172,:Dipendent
2270,Charlie,150,:User
2271,David,199,:User
2272,Bob,177,:Dipendent
2273,David,163,:Dipendent
2274,Luca,167,:User
2275,Charlie,157,:Employee
2276,Charlie,170,:Boss
2277,Bob,151,:User
2278,Luca,151,:User
2279,Charlie,153,:Boss
2280,Luca,157,:User
2281,Luca,167,:Boss
2282,Alice,169,:Employee
2283,Alice,199,:Boss
2284,Luca,175,:Employee
2285,Bob,169,:User
2286,Bob,173,:Employee
2287,Luca,193,:Dipendent
2288,Alice,179,:Boss
2289,Luca,197,:User
2290,Alice,172,:Dipendent
2291,Alice,158,:Boss
2292,Luca,170,:Dipendent
2293,David,178,:Dipendent
2294,David,189,:Boss
2295,Luca,166,:Dipendent
2296,Bob,198,:Dipendent
2297,Luca,151,:Boss
2298,David,184,:Dipendent
2299,Bob,188,:User
2300,Alice,185,:Dipendent
2301,Alice,150,:Employee
2302,David,183,:User
2303,Alice,182,:Boss
2304,Alice,186,:User
2305,Luca,188,:Boss
2306,David,193,:Employee
2307,Alice,171,:User
2308,Charlie,172,:User
2309,Bob,174,:Employee
2310,David,177,:Dipendent
2311,Charlie,190,:Dipendent
2312,David,179,:Dipendent
2313,Bob,187,:Boss
2314,Alice,163,:Dipendent
2315,Luca,182,:Employee
2316,Bob,161,:Employee
2317,Alice,199,:Employee
2318,Charlie,161,:Boss
2319,Luca,152,:Dipendent
2320,Bob,194,:User
2321,Charlie,180,:Boss
2322,David,172,:Employee
2323,David,187,:Employee
2324,Luca,179,:Employee
2325,Bob,158,:Employee
2326,Bob,168,:Employee
2327,Charlie,178,:Boss
2328,Charlie,191,:User
2329,Alice,165,:Employee
2330,Bob,161,:Dipendent
2331,Luca,163,:Employee
2332,Alice,173,:Employee
2333,Charlie,197,:Dipendent
2334,Alice,190,:Boss
2335,David,188,:User
2336,Bob,179,:Employee
2337,Charlie,179,:Boss
2338,Charlie,159,:User
2339,Luca,192,:Boss
2340,Luca,199,:Employee
2341,Bob,157,:Dipendent
2342,Alice,182,:Employee
2343,David,151,:User
2344,David,151,:Employee
2345,Alice,196,:Dipendent
2346,Alice,190,:Boss
2347,Bob,169,:Dipendent
2348,Charlie,182,:Employee
2349,Charlie,163,:Boss
2350,Luca,165,:Boss
2351,Charlie,155,:User
2352,Charlie,163,:Dipendent
2353,Alice,161,:Dipendent
2354,Alice,160,:Dipendent
2355,Charlie,189,:Boss
2356,David,180,:Dipendent
2357,David,150,:Dipendent
2358,David,153,:Employee
2359,Luca,153,:User
2360,Charlie,166,:Dipendent
2361,David,152,:Employee
2362,Luca,173,:Dipendent
2363,Alice,177,:Employee
2364,Alice,186,:User
2365,David,162,:User
2366,Alice,193,:Boss
2367,Bob,182,:Employee
2368,Bob,183,:User
2369,Luca,154,:Dipendent
2370,Luca,162,:Employee
2371,Alice,155,:Employee
2372,Luca,166,:Employee
2373,Charlie,200,:Employee
2374,Luca,183,:Boss
2375,Charlie,191,:Employee
2376,Charlie,169,:User
2377,David,180,:Employee
2378,Luca,169,:Boss
2379,Luca,165,:Boss
2380,Bob,157,:Dipendent
2381,Charlie,183,:Dipendent
2382,Alice,173,:Dipendent
2383,Charlie,190,:Employee
2384,Luca,169,:Employee
2385,Bob,170,:Employee
2386,Bob,184,:User
2387,Luca,187,:Dipendent
2388,Bob,181,:Boss
2389,Alice,192,:User
2390,Charlie,199,:Boss
2391,Charlie,167,:Dipendent
2392,Luca,200,:Dipendent
2393,Alice,168,:Boss
2394,David,199,:Dipendent
2395,Charlie,178,:Boss
2396,Bob,191,:User
2397,Bob,156,:Boss
2398,Luca,181,:Boss
2399,David,198,:User
2400,Bob,158,:Dipendent
2401,Luca,176,:Employee
2402,Bob,180,:Boss
2403,Luca,187,:Boss
2404,Alice,170,:User
2405,Alice,162,:User
2406,David,153,:Dipendent
2407,Bob,161,:User
2408,Bob,166,:Dipendent
2409,Charlie,187,:User
2410,Luca,187,:Boss
2411,David,200,:Boss
2412,Bob,182,:Dipendent
2413,Luca,156,:User
2414,Alice,187,:User
2415,David,192,:Dipendent
2416,Bob,192,:Employee
2417,David,194,:Employee
2418,David,159,:Employee
2419,Alice,169,:Dipendent
2420,Bob,189,:Boss
2421,Alice,167,:Dipendent
2422,Charlie,171,:Employee
2423,Luca,174,:Dipendent
2424,Charlie,169,:Boss
2425,Bob,178,:Boss
2426,Charlie,180,:Dipendent
2427,David,189,:User
2428,Luca,187,:Boss
2429,Alice,153,:Dipendent
2430,Alice,188,:Employee
2431,Charlie,169,:Employee
2432,David,176,:Boss
2433,Luca,186,:User
2434,David,186,:User
2435,Charlie,196,:Employee
2436,Luca,153,:Boss
2437,Luca,185,:Employee
2438,Luca,178,:User
2439,Bob,171,:Employee
2440,Luca,152,:Boss
2441,Bob,182,:Employee
2442,David,185,:Boss
2443,David,192,:Employee
2444,Luca,185,:Boss
2445,Charlie,175,:Employee
2446,Bob,154,:Boss
2447,Alice,189,:User
2448,Alice,171,:User
2449,David,160,:Dipendent
2450,Alice,200,:Boss
2451,Luca,177,:Dipendent
2452,Luca,185,:User
2453,David,169,:Dipendent
2454,Luca,151,:Employee
2455,Luca,175,:Dipendent
2456,Bob,195,:Dipendent
2457,Charlie,188,:Boss
2458,Bob,169,:Boss
2459,Charlie,200,:User
2460,Bob,157,:Boss
2461,Luca,154,:Employee
2462,Bob,160,:Dipendent
2463,Charlie,200,:User
2464,Luca,157,:Employee
2465,Luca,169,:Boss
2466,Bob,181,:User
2467,Luca,169,:User
2468,Luca,194,:Dipendent
2469,Charlie,182,:Boss
2470,Charlie,179,:Boss
2471,Charlie,163,:Dipendent
2472,David,165,:Dipendent
2473,Charlie,194,:User
2474,David,165,:Employee
2475,Bob,163,:User
2476,Bob,163,:Employee
2477,Charlie,168,:Boss
2478,Luca,192,:Boss
2479,Alice,154,:Employee
2480,Luca,165,:User
2481,David,173,:Dipendent
2482,Alice,154,:User
2483,David,170,:Dipendent
2484,Luca,187,:Dipendent
2485,David,156,:Employee
2486,Luca,153,:Dipendent
2487,Alice,170,:Boss
2488,David,196,:Boss
2489,Bob,198,:User
2490,David,200,:Employee
2491,Alice,158,:User
2492,David,153,:Boss
2493,Luca,196,:Dipendent
2494,Alice,183,:Employee
2495,Charlie,173,:Boss
2496,Bob,159,:Boss
2497,David,198,:Dipendent
2498,Bob,182,:Employee
2499,Alice,179,:Dipendent
2500,David,194,:Dipendent
2501,Charlie,182,:Dipendent
2502,Bob,155,:Dipendent
2503,Luca,178,:Boss
2504,Bob,194,:Employee
2505,Alice,167,:User
2506,Charlie,186,:Dipendent
2507,Charlie,186,:Dipendent
2508,Charlie,161,:User
2509,David,178,:User
2510,Bob,164,:Boss
2511,Charlie,184,:User
2512,Charlie,160,:User
2513,Alice,197,:Employee
2514,Luca,188,:User
2515,Charlie,195,:Dipendent
2516,Charlie,173,:Boss
2517,Luca,150,:Employee
2518,Alice,198,:Employee
2519,David,158,:User
2520,Luca,154,:User
2521,Bob,186,:Boss
2522,Alice,159,:Employee
2523,Alice,177,:Employee
2524,Bob,161,:Employee
2525,Bob,166,:Employee
2526,David,166,:Dipendent
2527,Charlie,169,:Dipendent
2528,Charlie,173,:User
2529,Charlie,158,:Boss
2530,David,179,:Boss
2531,Charlie,177,:Boss
2532,Luca,185,:Dipendent
2533,Bob,157,:Employee
2534,Alice,196,:User
2535,Charlie,194,:Dipendent
2536,Luca,169,:Employee
2537,David,180,:Boss
2538,Alice,188,:Dipendent
2539,Luca,178,:User
2540,David,153,:User
2541,David,178,:User
2542,Alice,158,:Employee
2543,Charlie,182,:Boss
2544,Bob,168,:Dipendent
2545,Alice,181,:Employee
2546,Charlie,162,:User
2547,David,186,:Dipendent
2548,Bob,177,:Boss
2549,Bob,156,:User
2550,Luca,183,:Employee
2551,Alice,159,:Employee
2552,Alice,172,:Boss
2553,Alice,154,:Dipendent
2554,Charlie,157,:User
2555,Alice,168,:User
2556,Luca,151,:Boss
2557,Charlie,173,:Dipendent
2558,Charlie,151,:User
2559,Alice,159,:User
2560,Bob,179,:Boss
2561,David,189,:User
2562,Bob,190,:Employee
2563,Luca,166,:Employee
2564,Alice,176,:Dipendent
2565,David,189,:User
2566,Alice,198,:Employee
2567,Alice,171,:Boss
2568,Alice,163,:User
2569,Charlie,187,:User
2570,Luca,168,:Dipendent
2571,Charlie,162,:Dipendent
2572,Bob,194,:Employee
2573,Bob,198,:Employee
2574,Luca,180,:Dipendent
2575,Luca,158,:Boss
2576,Luca,163,:Employee
2577,Luca,155,:Employee
2578,Luca,172,:User
2579,Luca,188,:Boss
2580,Alice,185,:Boss
2581,Luca,195,:Dipendent
2582,David,150,:Boss
2583,Bob,174,:Dipendent
2584,Charlie,195,:Employee
2585,David,194,:Boss
2586,Bob,164,:Boss
2587,Alice,182,:Dipendent
2588,Luca,170,:Dipendent
2589,Alice,180,:Boss
2590,David,171,:User
2591,Charlie,196,:Dipendent
2592,Bob,169,:Employee
2593,Alice,180,:User
2594,Bob,168,:Employee
2595,David,160,:Boss
2596,Luca,168,:User
2597,Luca,190,:Boss
2598,Bob,169,:Dipendent
2599,David,196,:User
2600,Luca,153,:Employee
2601,Alice,187,:User
2602,Charlie,157,:User
2603,Charlie,157,:Employee
2604,Charlie,160,:User
2605,Bob,170,:User
2606,Charlie,195,:Dipendent
2607,David,197,:User
2608,Luca,156,:Boss
2609,Luca,170,:Boss
2610,David,175,:Boss
2611,Bob,155,:User
2612,Bob,156,:User
2613,David,152,:Employee
2614,Charlie,166,:Dipendent
2615,Luca,194,:Dipendent
2616,Luca,151,:Boss
2617,Charlie,154,:User
2618,Luca,159,:Boss
2619,David,159,:Dipendent
2620,Alice,186,:Dipendent
2621,Alice,158,:Employee
2622,Charlie,172,:Employee
2623,Charlie,171,:Dipendent
2624,David,160,:Boss
2625,Luca,156,:Boss
2626,David,195,:Employee
2627,Charlie,193,:Employee
2628,David,189,:User
2629,David,179,:Dipendent
2630,Bob,181,:Employee
2631,Charlie,200,:Boss
2632,Alice,170,:User
2633,Luca,175,:Employee
2634,David,197,:Dipendent
2635,Charlie,168,:Dipendent
2636,Alice,186,:Boss
2637,Luca,194,:Boss
2638,Charlie,189,:Dipendent
2639,Luca,176,:Boss
2640,Luca,174,:User
2641,Bob,158,:User
2642,Bob,159,:Dipendent
2643,David,157,:Dipendent
2644,David,179,:User
2645,Luca,191,:Boss
2646,Luca,185,:User
2647,Luca,164,:User
2648,Luca,157,:User
2649,David,172,:Employee
2650,Bob,169,:Boss
2651,Luca,157,:Employee
2652,Alice,196,:Boss
2653,Luca,155,:Employee
2654,Luca,157,:User
2655,Bob,160,:User
2656,Luca,172,:User
2657,Alice,185,:Boss
2658,Charlie,192,:Employee
2659,Charlie,155,:Dipendent
2660,Bob,153,:User
2661,Alice,194,:Dipendent
2662,David,199,:Employee
2663,Bob,163,:User
2664,David,162,:User
2665,Charlie,167,:Boss
2666,Luca,171,:Dipendent
2667,David,184,:Dipendent
2668,Bob,199,:Boss
2669,Charlie,154,:Boss
2670,David,175,:User
2671,Luca,160,:Dipendent
2672,Bob,168,:Employee
2673,Alice,183,:User
2674,David,160,:Boss
2675,David,179,:User
2676,Alice,180,:User
2677,Bob,172,:User
2678,Alice,194,:User
2679,Alice,177,:Boss
2680,Luca,169,:Boss
2681,Luca,187,:User
2682,David,187,:Employee
2683,Alice,192,:Dipendent
2684,Charlie,178,:Employee
2685,Alice,180,:Dipendent
2686,Luca,181,:User
2687,Alice,177,:Dipendent
2688,David,179,:Dipendent
2689,David,176,:User
2690,Luca,175,:Dipendent
2691,Alice,177,:User
2692,Charlie,176,:Dipendent
2693,Alice,195,:Boss
2694,Bob,171,:Employee
2695,Luca,165,:Dipendent
2696,Luca,171,:Boss
2697,Alice,158,:User
2698,Bob,186,:Employee
2699,Alice,177,:User
2700,Bob,159,:User
2701,Alice,158,:Employee
2702,Bob,183,:Employee
2703,Bob,152,:Boss
2704,David,172,:Boss
2705,Alice,153,:Dipendent
2706,Charlie,174,:Employee
2707,Luca,164,:User
2708,Luca,195,:Dipendent
2709,Charlie,160,:Boss
2710,David,162,:Dipendent
2711,Alice,194,:Employee
2712,Luca,166,:Dipendent
2713,Charlie,191,:Dipendent
2714,David,184,:Boss
2715,Luca,173,:User
2716,David,188,:Dipendent
2717,Charlie,182,:Employee
2718,Bob,159,:Boss
2719,Bob,196,:Employee
2720,Bob,168,:Employee
2721,Charlie,151,:User
2722,Luca,196,:Employee
2723,Bob,177,:Boss
2724,Alice,189,:User
2725,Bob,178,:User
2726,David,159,:Boss
2727,Alice,153,:User
2728,Charlie,193,:Employee
2729,Charlie,163,:Boss
2730,Alice,167,:User
2731,Bob,161,:Boss
2732,Luca,179,:Employee
2733,David,153,:Boss
2734,Alice,160,:User
2735,Alice,173,:Dipendent
2736,Bob,194,:Dipendent
2737,Charlie,170,:Boss
2738,David,166,:Boss
2739,Bob,151,:User
2740,David,159,:Employee
2741,Luca,178,:Dipendent
2742,David,200,:Boss
2743,David,165,:User
2744,Luca,190,:Dipendent
2745,Bob,158,:Employee
2746,Alice,191,:Dipendent
2747,Charlie,151,:Boss
2748,David,170,:Dipendent
2749,Bob,155,:Boss
2750,Alice,179,:Boss
2751,Luca,157,:Employee
2752,Luca,166,:User
2753,David,177,:Boss
2754,Alice,165,:Dipendent
2755,David,168,:Boss
2756,Luca,190,:Dipendent
2757,David,163,:Dipendent
2758,Luca,167,:Boss
2759,Alice,168,:User
2760,Bob,153,:User
2761,Luca,191,:Employee
2762,Alice,164,:Dipendent
2763,Charlie,153,:Dipendent
2764,David,187,:Employee
2765,Bob,198,:User
2766,Alice,160,:Employee
2767,Alice,193,:Boss
2768,David,163,:User
2769,Charlie,188,:Dipendent
2770,Charlie,167,:Employee
2771,Charlie,160,:User
2772,Charlie,196,:User
2773,Charlie,171,:Employee
2774,Alice,151,:User
2775,Charlie,176,:Boss
2776,Bob,177,:Employee
2777,Alice,170,:User
2778,Bob,182,:User
2779,Bob,182,:Boss
2780,Bob,199,:User
2781,Luca,162,:Dipendent
2782,Alice,178,:Dipendent
2783,Alice,188,:Employee
2784,Bob,193,:Boss
2785,Alice,183,:Dipendent
2786,Luca,176,:Boss
2787,Charlie,159,:Dipendent
2788,Bob,199,:Dipendent
2789,David,185,:User
2790,Alice,160,:Employee
2791,David,153,:User
2792,David,179,:User
2793,Luca,176,:Dipendent
2794,David,197,:Employee
2795,Luca,153,:Boss
2796,David,193,:Dipendent
2797,David,150,:Employee
2798,Charlie,193,:Boss
2799,David,182,:Employee
2800,David,155,:Employee
2801,Charlie,181,:Employee
2802,Bob,166,:Dipendent
2803,Luca,158,:Boss
2804,Bob,152,:Employee
2805,Alice,199,:User
2806,David,197,:Employee
2807,David,199,:User
2808,Charlie,174,:Employee
2809,Charlie,155,:Boss
2810,Bob,172,:Boss
2811,Luca,173,:User
2812,Bob,195,:Boss
2813,Charlie,189,:Employee
2814,Luca,169,:Dipendent
2815,David,177,:Boss
2816,Charlie,196,:User
2817,Alice,200,:User
2818,Charlie,199,:Employee
2819,Bob,192,:User
2820,Luca,162,:Dipendent
2821,Alice,171,:Boss
2822,Charlie,170,:Employee
2823,Bob,163,:Employee
2824,Bob,176,:Boss
2825,Charlie,153,:Boss
2826,Alice,176,:Dipendent
2827,Alice,184,:Employee
2828,Charlie,152,:Boss
2829,Charlie,174,:User
2830,Bob,181,:Employee
2831,Luca,178,:Boss
2832,Bob,169,:Dipendent
2833,Alice,197,:Dipendent
2834,Alice,167,:Employee
2835,Charlie,158,:Employee
2836,Alice,168,:User
2837,Alice,192,:Employee
2838,Charlie,178,:Boss
2839,David,175,:Employee
2840,Luca,163,:User
2841,Luca,163,:Dipendent
2842,David,172,:User
2843,Alice,159,:User
2844,Charlie,163,:Boss
2845,Luca,176,:User
2846,David,174,:Boss
2847,Alice,152,:User
2848,Luca,186,:Dipendent
2849,David,170,:Employee
2850,Alice,174,:Dipendent
2851,David,182,:Dipendent
2852,Luca,166,:Boss
2853,Alice,169,:Boss
2854,Charlie,155,:Dipendent
2855,Bob,173,:User
2856,Bob,152,:Employee
2857,Alice,194,:Dipendent
2858,David,179,:Dipendent
2859,Charlie,160,:Dipendent
2860,Charlie,187,:Employee
2861,Alice,165,:Employee
2862,David,196,:Boss
2863,Charlie,199,:Employee
2864,Alice,193,:Dipendent
2865,Alice,197,:Employee
2866,Charlie,167,:Dipendent
2867,Luca,173,:Boss
2868,David,155,:Dipendent
2869,Bob,191,:Employee
2870,Luca,154,:User
2871,Charlie,185,:Employee
2872,Bob,195,:Dipendent
2873,Luca,180,:Employee
2874,Alice,150,:Dipendent
2875,David,169,:Boss
2876,David,160,:Employee
2877,David,198,:Boss
2878,Luca,158,:Boss
2879,Bob,178,:Boss
2880,Alice,176,:Boss
2881,Luca,176,:Employee
2882,David,159,:Boss
2883,Alice,191,:Dipendent
2884,Alice,164,:User
2885,David,185,:Boss
2886,Charlie,200,:Employee
2887,Alice,188,:Boss
2888,Alice,165,:Employee
2889,Alice,162,:Dipendent
2890,David,186,:Boss
2891,Bob,174,:User
2892,David,192,:User
2893,Alice,183,:Employee
2894,Bob,171,:User
2895,David,173,:Boss
2896,Alice,160,:User
2897,Luca,174,:Dipendent
2898,Charlie,164,:Dipendent
2899,Alice,183,:User
2900,Bob,198,:User
2901,Alice,187,:Employee
2902,Luca,186,:Employee
2903,Alice,162,:Dipendent
2904,Luca,197,:Employee
2905,Luca,163,:Dipendent
2906,Charlie,182,:Dipendent
2907,Alice,187,:User
2908,Luca,199,:User
2909,Bob,176,:User
2910,David,197,:User
2911,Bob,162,:Dipendent
2912,Luca,172,:Employee
2913,Luca,160,:Dipendent
2914,Charlie,192,:Boss
2915,Bob,155,:User
2916,Charlie,185,:Dipendent
2917,Luca,179,:Dipendent
2918,Charlie,175,:Employee
2919,Charlie,189,:Employee
2920,Bob,156,:Employee
2921,Charlie,163,:User
2922,Bob,159,:User
2923,Bob,184,:Dipendent
2924,Charlie,170,:Employee
2925,David,189,:Dipendent
2926,Charlie,187,:Dipendent
2927,David,199,:Employee
2928,David,172,:Dipendent
2929,Luca,172,:Employee
2930,David,155,:Employee
2931,David,170,:Boss
2932,Luca,151,:User
2933,Alice,161,:Employee
2934,Charlie,159,:Employee
2935,Alice,193,:Employee
2936,Bob,199,:Boss
2937,David,158,:Employee
2938,Charlie,158,:Boss
2939,David,197,:User
2940,Luca,174,:Boss
2941,Charlie,186,:Employee
2942,Bob,169,:Employee
2943,David,171,:Employee
2944,Bob,175,:Boss
2945,Alice,174,:Boss
2946,Alice,198,:Employee
2947,David,179,:Dipendent
2948,Bob,196,:Dipendent
2949,Luca,199,:User
2950,Alice,175,:User
2951,David,182,:Employee
2952,David,181,:Boss
2953,David,182,:Dipendent
2954,Luca,192,:Dipendent
2955,Bob,156,:Employee
2956,David,162,:Boss
2957,David,198,:Dipendent
2958,Alice,183,:Dipendent
2959,Charlie,192,:Dipendent
2960,Alice,170,:Dipendent
2961,Charlie,199,:User
2962,David,170,:Dipendent
2963,Charlie,162,:Boss
2964,Alice,159,:User
2965,Bob,171,:Boss
2966,Charlie,190,:Employee
2967,David,188,:Boss
2968,Bob,172,:User
2969,Luca,175,:Dipendent
2970,Alice,194,:User
2971,Luca,151,:Dipendent
2972,Charlie,156,:Dipendent
2973,Bob,180,:Employee
2974,David,167,:Employee
2975,Bob,192,:User
2976,Luca,178,:Dipendent
2977,Bob,174,:User
2978,David,181,:Dipendent
2979,Bob,195,:Dipendent
2980,Bob,188,:Employee
2981,Charlie,162,:Dipendent
2982,David,171,:User
2983,Bob,197,:User
2984,Luca,170,:Boss
2985,Bob,157,:Employee
2986,Alice,190,:Dipendent
2987,Alice,154,:User
2988,Bob,172,:Boss
2989,David,178,:Boss
2990,David,186,:Dipendent
2991,David,192,:Dipendent
2992,Charlie,193,:Boss
2993,Bob,158,:Dipendent
2994,David,175,:User
2995,Alice,177,:User
2996,Charlie,158,:Dipendent
2997,Luca,160,:User
2998,Alice,168,:User
2999,David,154,:User
3000,Charlie,168,:Dipendent
3001,Luca,178,:Boss
3002,Charlie,159,:Boss
3003,Luca,194,:Employee
3004,Bob,161,:Employee
3005,Charlie,152,:Dipendent
3006,Alice,159,:Employee
3007,Luca,185,:Boss
3008,David,176,:User
3009,Charlie,189,:Dipendent
3010,David,192,:Boss
3011,David,173,:User
3012,David,193,:Dipendent
3013,Luca,198,:Dipendent
3014,David,183,:Dipendent
3015,Luca,169,:User
3016,David,163,:Employee
3017,Bob,154,:Employee
3018,David,171,:Employee
3019,Charlie,160,:Boss
3020,Luca,173,:Employee
3021,Luca,170,:Dipendent
3022,Charlie,167,:User
3023,Charlie,182,:Employee
3024,David,196,:User
3025,Luca,183,:User
3026,Luca,196,:User
3027,Bob,166,:Boss
3028,Bob,154,:Boss
3029,Alice,153,:Employee
3030,Bob,166,:User
3031,Alice,159,:Dipendent
3032,Luca,162,:Dipendent
3033,Charlie,183,:Dipendent
3034,Bob,163,:Boss
3035,David,166,:User
3036,Charlie,193,:Employee
3037,Luca,178,:Dipendent
3038,Charlie,180,:Employee
3039,Charlie,177,:Boss
3040,Charlie,181,:Dipendent
3041,Alice,158,:Employee
3042,Bob,157,:Boss
3043,David,169,:Boss
3044,Bob,165,:Boss
3045,Charlie,178,:Dipendent
3046,Bob,152,:User
3047,Luca,150,:Employee
3048,Charlie,177,:Dipendent
3049,Bob,151,:Employee
3050,Luca,160,:User
